num_aset,period,Asset list,asset bobot,sharpe ratio,cvar
3,1_week,"['BTC', 'LTC', 'SOL']","[0.276, 0.7, 0.024]",-0.027065841275180927,0.24349812660242529
3,1_week,"['BTC', 'LTC', 'XRP']","[0.7, 0.01, 0.29]",-0.04125064806129021,0.25779579665104635
3,1_week,"['BTC', 'MATIC', 'SOL']","[0.29, 0.01, 0.7]",-0.03140886076990443,0.30031312166013024
3,1_week,"['BTC', 'MATIC', 'XRP']","[0.7, 0.01, 0.29]",-0.041290731540110474,0.2576522157318392
3,1_week,"['BTC', 'SOL', 'XRP']","[0.7, 0.01, 0.29]",-0.041301129378980374,0.25841703914705216
3,1_week,"['DOGE', 'DOT', 'ETH']","[0.29, 0.01, 0.7]",-0.0011399214396128265,0.2908065445894705
3,1_week,"['DOGE', 'DOT', 'LTC']","[0.7, 0.29, 0.01]",0.012200733630289366,0.3945672352771
3,1_week,"['DOGE', 'DOT', 'MATIC']","[0.7, 0.29, 0.01]",0.012159125510731913,0.3950025955497952
3,1_week,"['DOGE', 'DOT', 'SOL']","[0.7, 0.29, 0.01]",0.01206861489719546,0.3953485476416183
3,1_week,"['DOGE', 'DOT', 'XRP']","[0.7, 0.01, 0.29]",-0.0006179560193124087,0.4197488098514269
3,1_week,"['DOGE', 'ETH', 'LTC']","[0.29, 0.7, 0.01]",-0.0011608989685709932,0.29032412980192024
3,1_week,"['DOGE', 'ETH', 'MATIC']","[0.29, 0.7, 0.01]",-0.0012055454147261628,0.2909004175425684
3,1_week,"['DOGE', 'ETH', 'SOL']","[0.4943, 0.4957, 0.01]",0.007580733516574587,0.3350883274670425
3,1_week,"['DOGE', 'ETH', 'XRP']","[0.7, 0.01, 0.29]",-0.0005813140493349858,0.4194471652532428
3,1_week,"['DOGE', 'LTC', 'MATIC']","[0.7, 0.29, 0.01]",0.011956927786603266,0.3859932361404971
3,1_week,"['DOGE', 'LTC', 'SOL']","[0.7, 0.29, 0.01]",0.011864068366310387,0.3863625159602966
3,1_week,"['DOGE', 'LTC', 'XRP']","[0.4925, 0.4975, 0.01]",0.003973850192852715,0.3408571688063129
3,1_week,"['DOGE', 'MATIC', 'SOL']","[0.7, 0.29, 0.01]",0.010713411655125208,0.39720402314859027
3,1_week,"['DOGE', 'MATIC', 'XRP']","[0.4906, 0.4994, 0.01]",0.0019120568575067833,0.3554005949381365
3,1_week,"['DOGE', 'SOL', 'XRP']","[0.7, 0.29, 0.01]",0.007796128975221786,0.409328941605547
3,1_week,"['DOT', 'ETH', 'LTC']","[0.01, 0.4705, 0.5195]",-0.027191958715727882,0.23928457198232858
3,1_week,"['DOT', 'ETH', 'MATIC']","[0.7, 0.147, 0.153]",-0.027370122674602853,0.2708802874588255
3,1_week,"['DOT', 'ETH', 'SOL']","[0.01, 0.5911, 0.3989]",-0.02988859324295548,0.2741518784711422
3,1_week,"['DOT', 'ETH', 'XRP']","[0.01, 0.7, 0.29]",-0.04374041864138411,0.2755535561143021
3,1_week,"['DOT', 'LTC', 'MATIC']","[0.3363, 0.3324, 0.3314]",-0.031149848594606195,0.2648591128674195
3,1_week,"['DOT', 'LTC', 'SOL']","[0.3376, 0.3346, 0.3278]",-0.034835741801898475,0.2677095214403346
3,1_week,"['DOT', 'LTC', 'XRP']","[0.7, 0.01, 0.29]",-0.04513269112711503,0.3097022695495923
3,1_week,"['DOT', 'MATIC', 'SOL']","[0.3382, 0.3343, 0.3275]",-0.03492297527388514,0.28257450650508337
3,1_week,"['DOT', 'MATIC', 'XRP']","[0.7, 0.01, 0.29]",-0.045126269084648375,0.31008566830320694
3,1_week,"['DOT', 'SOL', 'XRP']","[0.7, 0.01, 0.29]",-0.0452515929038519,0.30984601384804006
3,1_week,"['ETH', 'LTC', 'MATIC']","[0.3392, 0.3314, 0.3294]",-0.030262018282260102,0.24824792047299898
3,1_week,"['ETH', 'LTC', 'SOL']","[0.3411, 0.3324, 0.3265]",-0.033035004389931934,0.25769170148614423
3,1_week,"['ETH', 'LTC', 'XRP']","[0.7, 0.01, 0.29]",-0.04378526321675409,0.27523146807324755
3,1_week,"['ETH', 'MATIC', 'SOL']","[0.3418, 0.3311, 0.3271]",-0.03347848911893924,0.27473255200846675
3,1_week,"['ETH', 'MATIC', 'XRP']","[0.7, 0.01, 0.29]",-0.04379993632409868,0.2755136137618953
3,1_week,"['ETH', 'SOL', 'XRP']","[0.7, 0.01, 0.29]",-0.043858305098068824,0.27577707279185426
3,1_week,"['LTC', 'MATIC', 'SOL']","[0.3356, 0.3346, 0.3298]",-0.03691158564184646,0.2722957112843508
3,1_week,"['LTC', 'MATIC', 'XRP']","[0.7, 0.01, 0.29]",-0.04625769175111664,0.3047413697415867
3,1_week,"['LTC', 'SOL', 'XRP']","[0.7, 0.01, 0.29]",-0.04635688700870677,0.3047090730156656
3,1_week,"['MATIC', 'SOL', 'XRP']","[0.0752, 0.7, 0.2248]",-0.046328345510317594,0.3325810270828782
4,1_week,"['ADA', 'BNB', 'BTC', 'DOGE']","[0.28, 0.01, 0.01, 0.7]",0.014609313840074205,0.4316010973490455
4,1_week,"['ADA', 'BNB', 'BTC', 'DOT']","[0.01, 0.7, 0.01, 0.28]",0.007209348180788363,0.2073126972137845
4,1_week,"['ADA', 'BNB', 'BTC', 'ETH']","[0.01, 0.4746, 0.01, 0.5054]",0.000809328122248161,0.210740483398236
4,1_week,"['ADA', 'BNB', 'BTC', 'LTC']","[0.01, 0.7, 0.01, 0.28]",0.006800620618249377,0.20116622576272075
4,1_week,"['ADA', 'BNB', 'BTC', 'MATIC']","[0.01, 0.7, 0.01, 0.28]",0.005165089747711308,0.2134279657113763
